0,0,0,-99
11,879,58,-99
7,904,62,-99
7,904,62,-99
24,0,0,-99
2,0,0,-99
200,0,0,-99
10,906,62,-99
31,0,0,-99
31,0,0,-99
31,0,0,-99
31,0,0,-99
8,904,62,-99
7,870,58,-99
7,870,58,-99
0,0,0,-99
9,907,62,-99
0,865,58,-99
12,0,0,-99
2,907,62,-99
1,871,58,-99
5,870,58,-99
6,3,0,-99
6,3,0,-99
7,903,62,-99
0,0,0,-99
0,0,0,-99
10,903,62,-99
11,912,62,-99
7,872,58,-99
6,871,58,-99
13,875,58,-99
12,881,58,-99
29,0,0,-99
27,64,0,-99
56,3,0,-99
44,0,0,-99
48,64,0,-99
11,904,62,-99
46,0,0,-99
46,0,0,-99
0,0,0,-99
57,0,0,-99
44,0,0,-99
12,874,58,-99
13,906,62,-99
13,906,62,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
7,904,62,-99
9,901,62,-99
13,907,62,-99
12,876,58,-99
12,880,58,-99
12,876,58,-99
12,0,0,-99
10,0,0,-99
12,869,58,-99
6,905,62,-99
3,864,58,-99
9,876,58,-99
9,876,58,-99
11,869,58,-99
2,864,58,-99
13,907,62,-99
22,3,0,-99
22,3,0,-99
13,911,62,-99
13,911,62,-99
53,3,0,-99
35,0,0,-99
52,3,0,-99
37,64,0,-99
59,0,0,-99
8,0,0,-99
9,3,0,-99
10,877,58,-99
23,0,0,-99
0,0,0,-99
11,905,62,-99
27,3,0,-99
27,3,0,-99
0,870,58,-99
3,905,62,-99
3,905,62,-99
5,870,58,-99
4,861,58,-99
9,906,62,-99
9,876,58,-99
8,3,0,-99
2,907,62,-99
2,905,62,-99
2,905,62,-99
7,907,62,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
0,0,0,-99
